COLLECTION,COLLECTOR,CONDDATE,CONDEXAM,CONDITION,COPYNO,COPYRIGHT,CREATOR,DATE,DESCRIP,EARLYDATE,EDITION,FILMSIZE,HOMELOC,IMAGEFILE,MAINTDATE,MEDIUM,NOTES,OBJECTID,OBJNAME,PRINTSIZE,PROCESS,PROVENANCE,RECDATE,RECFROM,STATUSDATE,STERMS,TITLE,UDF2,UDF4,UDF5,Date of Photo,UDF9,UPDATED,USED,MAPS URL,Notes,,MAPS URL,Notes,,,Notes,CAT Record URL
John P. Wymer photograph collection,,03/31/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: West side of 14th Street NW north of F Street. July 23, 1950.","1,950",,,212,041\WY 322146.JPG,03/31/2006,Photographic Paper,,WY 3221.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Garfinckel, Julius and Company, Department Store",General view northwest down 14th Street NW from the 600 block. To G Street.,Fourteenth Street,Downtown,NW,7/4/1950,224,11/22/2015,,,,,,,,,,
John P. Wymer photograph collection,,03/31/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: West side of 14th Street NW at G Street. July 23, 1950.","1,950",,,212,047\WY 322246.JPG,03/31/2006,Photographic Paper,,WY 3222.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Garfinckel, Julius and Company, Department Store Schwarz, F. A. O., toy store",General view northwest down 14th Street NW from the 600 block. To G Street.,Fourteenth Street,Downtown,NW,7/4/1950,224,11/22/2015,,,,,,,,,,
John P. Wymer photograph collection,,03/31/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: North side of F Street NW west of 14th Street. July 23, 1950.","1,950",,,212,041\WY 322346.JPG,03/31/2006,Photographic Paper,,WY 3223.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Garfinckel, Julius and Company, Department Store Department of the Treasury Building--east front Willard Hotel",General view northwest down F Street NW from the 1300 block. To 15th Street.,F Street,Downtown,NW,7/4/1950,224,11/22/2015,,,,,,,,,,
John P. Wymer photograph collection,,03/31/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: South side of F Street NW west of 14th Street. July 23, 1950.","1,950",,,212,047\WY 322446.JPG,03/31/2006,Photographic Paper,,WY 3224.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Department Store Department of the Treasury Building--east front Willard Hotel Washington Hotel Konrad's, store",General view southwest down F Street NW in the 1400 block. To 15th Street.,F Street,Downtown,NW,7/4/1950,225,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,03/31/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Northeast corner of 15th and F Streets NW. September 3, 1950.","1,950",,,212,047\WY 322546.JPG,03/31/2006,Photographic Paper,"Erected about 1800, the building on the corner soon became Rhodes Tavern and later a boarding house. About 1810, the F Street side was divided into stores; from 1814 to 1836 part of the building became the home for the Bank of the Metropolis (predecessor of the National Metropolitan and American Security Banks) and then offices for William Corcoran later founder of the Corcoran and Riggs Bank. Tenants in the 1900s included the National Press Club but gradual deterioration led to more ordinary occupants -- a variety of small commercial users ending in a fruit store and newsstand. In 1984, despite years of intense effort by historic preservationists to save it, the building was demolished -- replaced by the Metropolitan Square development.",WY 3225.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Rhodes Tavern Garfinckel, Julius and Company, Department Store Ebbit's Grill",General view southwest down F Street NW in the 1400 block. To 15th Street.,F Street,Downtown,NW,9/3/1950,224,11/22/2015,,,,,,,,,,
John P. Wymer photograph collection,,03/31/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Keith's Theatre, 15th and G Streets NW. July 23, 1950.","1,950",,,212,047\WY 322646.JPG,03/31/2006,Photographic Paper,,WY 3226.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Keith Theatre Albee Building Washington Building,General view northeast along 15th Street NW in the 600 block. To G Street.,Fifteenth Street,Downtown,NW,7/4/1950,0224/0223,11/02/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/06/2011,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Washington Hotel, 15th Street and Pennsylvania Avenue NW. July 23, 1950.","1,950",,,212,047\WY 322746.JPG,04/06/2011,Photographic Paper,,WY 3227.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Washington Hotel Rhodes Tavern,General view northeast along 15th Street NW from Pennsylvania Avenue.,Fifteenth Street,Downtown,NW,7/4/1950,225,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,12/21/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Willard Hotel, 14th Street and Pennsylvania Avenue NW. July 23, 1950.","1,950",,,212,041\WY 322846.JPG,12/21/2005,Photographic Emulsion,"The original Willard's Hotel on the same site was demolished by owner, Joseph C. Willard in 1900. He then built the new Willard Hotel, designed by Henry J. Hardenbergh -- beginning in 1901with the section facing Pennsylvania Avenue; the 14th Street section was added in 1903, and that on F Street, in 1925. The hotel was sold by the Willards in 1946, and closed in 1968. The Pennsylvania Avenue Development Corporation bought the building and eventually it was transferred to the Oliver Carr Company, Golding Associates and the InterContinental Hotels Group, who began refurbishing the hotel in 1983, reopening it as the Willard InterContinental Washington in 1986.",WY 3228.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Willard Hotel Tempo Building Hardenbergh, Henry J., designed building Occidental Hotel Tempo Building V -- WW II",General view northwest down 14th Street NW from Pennsylvania Avenue.,Fourteenth Street,Downtown,NW,7/23/1950,0225/0226,11/01/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",4/20/1952,"John P. Wymer's description: Veterans Information Center and statue of Gov. Shepherd, in front of the District of Columbia Building, 14th Street and Pennsylvania Avenue NW. April 20, 1952.","1,952",,,212,041\WY 322946.JPG,01/20/2006,Photographic Emulsion,,WY 3229.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"District Building Coast Guard Building Veterans Information Center, building Municipal Building Tempo Building -- WW II",General view southeast over the Shepherd Statue in the 1300 block of Pennsylvania Avenue NW.,Pennsylvania Avenue,Downtown,NW,4/20/1952,0355/0256,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",4/20/1952,"John P. Wymer's description: Pennsylvania Avenue NW west of 13th Street. April 20, 1952.","1,952",,,212,041\WY 323046.JPG,01/20/2006,Photographic Emulsion,,WY 3230.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Willard Hotel Department of the Treasury Building--south front,General view northeast down Pennsylvania Avenue NW from the 1300 block. To 15th Street.,Pennsylvania Avenue,Downtown,NW,4/20/1952,,11/02/2015,,,,,,,,,,
John P. Wymer photograph collection,,12/21/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",7/22/1951,"John P. Wymer's description: Pennsylvania Avenue NW east of 13th Street. July 22, 1951. Designed by Henry J. Hardenbergh, the Raleigh Hotel -- long one of the best in Washington -- was built in 1911 to replace an earlier hotel of the same name. Demolished in 1964, it was replaced by the Presidential Office Building.","1,951",,,212,041\WY 323146.JPG,12/21/2005,Photographic Emulsion,,WY 3231.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Raleigh Hotel Hardenbergh, Henry J., designed building",General view southeast down Pennsylvania venue NW from the 1200 block. To the Capitol.,Pennsylvania Avenue,Downtown,NW,7/22/1951,,11/02/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/22/1950,"John P. Wymer's description: Statue of General Pulaski, 13th Street and Pennsylvania Avenue NW. July 22, 1950. (Sculptor, Casimir Chodzinski)","1,950",,,212,047\WY 323246.JPG,01/20/2006,Photographic Emulsion,,WY 3232.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Pulaski, General Kazimierz, equestrian statue",View northeast over the Pulaski Statue in the 1300 block of Pennsylvania Avenue NW.,Pennsylvania Avenue,Downtown,NW,7/22/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Raleigh Hotel, 12th Street and Pennsylvania Avenue NW. July 23, 1950.","1,950",,,212,047\WY 323346.JPG,01/20/2006,Photographic Emulsion,"Designed by Henry J. Hardenbergh, the hotel -- long one of the best in Washington -- was built in 1911 to replace an earlier hotel of the same name. Demolished in 1964, it was replaced by the Presidential Office Building.",WY 3233.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Raleigh Hotel Hardenbergh, Henry J., designed building",General view northeast down 12th Street NW from the 400 block.,Twelfth Street,Downtown,NW,7/23/1950,322,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,12/21/2005,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Washington Star Building, 11th Street and Pennsylvania Avenue NW. July 23, 1950.","1,950",,,212,047\WY 323446.JPG,12/21/2005,Photographic Emulsion,,WY 3234.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Evening Star Building,General view northwest down 11th Street NW from Pennsylvania Avenue.,Eleventh Street,Downtown,NW,7/23/1950,322,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Old Post Office Department Building, 12th Street and Pennsylvania Avenue NW. September 3, 1950.","1,950",,,212,047\WY 323546.JPG,01/20/2006,Photographic Emulsion,,WY 3235.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Old Post Office,General view west down Pennsylvania Avenue NW from the 1000 block.,Pennsylvania Avenue,Downtown,NW,9/3/1950,323,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Statue of Benjamin Franklin, 10th Street and Pennsylvania Avenue NW. July 23, 1950.","1,950",,,212,047\WY 323640.JPG,01/18/2006,Photographic Emulsion,,WY 3236.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Franklin, Benjamin, statue",General view northwest down 10th Street NW from Pennsylvania Avenue NW.,Tenth Street,Downtown,NW,7/23/1950,,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: West side of 11th Street NW north of E Street. July 23, 1950.","1,950",,,212,047\WY 323746.JPG,01/18/2006,Photographic Emulsion,,WY 3237.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Perpetual Building Association Building,General view northwest down 11th Street NW from E Street.,Eleventh Street,Downtown,NW,7/23/1950,321,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: North side of E Street NW east of 11th Street. July 23, 1950.","1,950",,,212,047\WY 323846.JPG,01/18/2006,Photographic Emulsion,,WY 3238.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Whitlow's Restaurant,General view northeast down E Street NW from 11th Street. Including Whitlow's Restaurant.,E Street,Downtown,NW,7/23/1950,347,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Northwest corner of 12th and E Streets NW. July 23, 1950.","1,950",,,212,047\WY 323946.JPG,01/18/2006,Photographic Emulsion,,WY 3239.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Warner Building Zlotnick Fur Storage Company sign,General view northwest down E Street NW from 12th Street.,E Street,Downtown,NW,7/23/1950,290,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Warner Building 13th and E Streets NW. July 23, 1950.","1,950",,,212,041\WY 324046.JPG,01/18/2006,Photographic Emulsion,,WY 3240.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Warner Building,General view northeast down 13h Street NW from Pennsylvania avenue NW.,Thirteenth Street,Downtown,NW,7/23/1950,0290/0291,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: East side of 13th Street NW north of E Street. July 23, 1950.","1,950",,,212,041\WY 324146.JPG,01/18/2006,Photographic Emulsion,,WY 3241.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Warner Building Warner Theatre,General view northeast down 13h Street NW from E Street.,Thirteenth Street,Downtown,NW,7/23/1950,290,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/22/1951,"John P. Wymer's description: E Street west of 13th Street. July 22, 1951.","1,951",,,212,047\WY 324246.JPG,01/18/2006,Photographic Emulsion,,WY 3242.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,National Theatre,General view west down E Street NW in the 1300 block.,E Street,Downtown,NW,7/22/1951,254,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/22/1951,"John P. Wymer's description: The Munsey Trust Company and the National Theatre, E Street between 13th and 14th Streets NW. July 22, 1951.","1,951",,,212,047\WY 324346.JPG,01/18/2006,Photographic Emulsion,,WY 3243.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,National Theatre Munsey Building Munsey Trust Company Building,Buildings on the north side of the 1300 block of E Street NW.,E Street,Downtown,NW,7/22/1951,254,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: E Street NW east of 14th Street. July 23, 1950.","1,950",,,212,047\WY 324446.JPG,01/18/2006,Photographic Emulsion,,WY 3244.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"National Theatre Munsey Building Warner Building Whelan Drug Company, store",General view northeast down E Street NW from 14th Street. July 232 1950.,E Street,Downtown,NW,7/23/1950,254,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: Northeast corner of 14th and E Streets NW. July 23, 1950.","1,950",,,212,041\WY 324546-1.JPG,01/18/2006,Photographic Emulsion,,WY 3245.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Munsey Building Warner Building Whelan Drug Company, store Willard Hotel",General view northeast down E Street NW from the 1400 block of Pennsylvania Avenue.,E Street,Downtown,NW,7/23/1950,254,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",7/23/1950,"John P. Wymer's description: East side of 14th Street NW north of E Street. July 23, 1950. From WW II Tempo V.","1,950",,,212,041\WY 324646.JPG,01/18/2006,Photographic Emulsion,,WY 3246.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Willard Hotel Colorado Building Westory Building Tempo Building V -- WW II National Press Club Building,General view northeast down 14th Street NW from Pennsylvania Avenue to G Street.,Fourteenth Street,Downtown,NW,7/23/1950,0254/0253,11/02/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/18/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Temporary Building V, 14th and E Streets NW. September 3, 1950.","1,950",,,212,041\WY 324746.JPG,01/18/2006,Photographic Emulsion,,WY 3247.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Tempo Building V -- WW II Willard Hotel Washington Hotel,General view northwest down 14th Street NW from E Street.,Fourteenth Street,Downtown,NW,9/3/1950,0228/0225,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Department of Commerce Building, 14th Street NW between E Street and Constitution Avenue. September 3, 1950.","1,950",,,212,047\WY 324846.JPG,01/20/2006,Photographic Emulsion,,WY 3248.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Department of Commerce Building,"General view northwest down 14th Street NW from Constitution Avenue. September 3, 1950.",Fourteenth Street,Downtown,NW,9/3/1950,0227/0228/0229/0230,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: District of Columbia Building, 14th and E Streets NW. September 3, 1950.","1,950",,,212,047\WY 324946.JPG,01/20/2006,Photographic Emulsion,,WY 3249.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Department of Commerce Building District Building Washington Monument Municipal Building,General view southwest down E Street NW from 13 1/2 Street.,E Street,Downtown,NW,9/3/1950,255,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: U.S. Coast Guard Building, 13th Street and Pennsylvania Avenue NW. September 3, 1950.","1,950",,,212,047\WY 325046.JPG,01/20/2006,Photographic Emulsion,,WY 3250.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Coast Guard Building,Coast Guard Building on the southwest corner of 13th Street and Pennsylvania Avenue NW.,Thirteenth Street,Downtown,NW,9/3/1950,256,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,01/20/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: Rear of the Coast Guard and the District of Columbia Buildings and the Oscar Strauss Memorial Fountain. (Oscar Strauss was the first Secretary of Commerce and Labor under Pres. Theodore Roosevelt.) September 3, 1950. Sculptor, Adolph Alexander Weinman.","1,950",,,212,041\WY 325146.JPG,01/20/2006,Photographic Emulsion,,WY 3251.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,"Coast Guard Building District Building Strauss, Oscar Memorial Fountain Municipal Building",General view northwest over the Oscar Strauss Fountain in the 200 block of 14th Street NW.,Fourteenth Street,Downtown,NW,9/3/1950,0255/0257,09/11/2015,,,,,,,,,,
John P. Wymer photograph collection,,04/01/2006,"Brewer, Jack",Good,0,,"Wymer, John P.",9/3/1950,"John P. Wymer's description: U. S. Post Office Department Building, 12th Street and Pennsylvania Avenue NW. September 3, 1950.","1,950",,,212,047\WY 325246.JPG,04/01/2006,Photographic Emulsion,,WY 3252.46,"Print, Photographic","3.0"" x 4.5""",b/w,"From the John P. Wymer Collection, about 4000 images of Washington, D.C. taken from 1948 to 1952. Wymer divided the District into 57 areas and photographed sample blocks, including important buildings. The prints are kept in albums and captioned with location and dates. The finding aid is a map of Washington divided into Wymer's designated areas.",11/19/1997,John P. Wymer,/ /,Department of the Post Office Building,General view southwest down Pennsylvania Avenue NW from the 1100 block.,Pennsylvania Avenue,Downtown,NW,9/3/1950,292,11/02/2015,,,,,,,,,,
